order_id,customer_id,order_date,total_amount,payment_method
26625,128,2023-06-05,8020.11,UPI
26626,1787,2024-07-16,10750.97,COD
26627,601,2024-06-11,7478.35,Card
26628,1249,2022-05-02,5362.46,UPI
26629,1630,2022-11-26,12656.42,COD
26630,1290,2023-09-27,16042.69,COD
26631,228,2023-09-29,2004.56,UPI
26632,385,2024-09-09,13677.32,UPI
26633,956,2023-03-26,16305.12,UPI
26634,333,2023-03-16,11816.04,COD
26635,3164,2022-11-12,3597.6,UPI
26636,414,2023-01-08,11000.0,Card
26637,23,2022-12-09,3000.34,UPI
26638,965,2023-09-12,8169.48,NetBanking
26639,1409,2023-12-27,11322.67,COD
26640,1561,2022-11-20,4200.57,UPI
26641,1519,2023-08-06,4000.07,UPI
26642,682,2023-03-31,7481.88,UPI
26643,271,2022-11-26,21947.52,UPI
26644,1999,2022-03-30,57460.22,Wallet
26645,947,2024-05-22,6384.79,Wallet
26646,1215,2023-05-05,11906.03,NetBanking
26647,845,2024-04-15,6893.46,Wallet
26648,413,2023-07-29,1597.16,UPI
26649,651,2024-12-30,2621.58,UPI
26650,6073,2024-05-20,5438.07,UPI
26651,2371,2023-12-13,18458.98,UPI
26652,1323,2022-12-14,5826.64,COD
26653,1492,2024-08-14,10894.7,UPI
26654,541,2023-08-07,1570.36,UPI
26655,4067,2023-03-07,3684.54,Card
26656,872,2023-11-11,2697.6,COD
26657,8124,2023-12-07,56130.46,UPI
26658,3512,2023-10-19,654.1,NetBanking
26659,422,2022-11-26,14090.27,UPI
26660,7469,2024-12-22,218109.51,Wallet
26661,929,2024-10-06,13710.53,NetBanking
26662,1587,2023-12-21,9853.79,UPI
26663,1011,2024-03-01,57385.64,UPI
26664,1746,2024-08-20,12498.78,Card
26665,841,2022-08-15,6565.4,UPI
26666,8256,2023-07-01,6975.6,UPI
26667,6235,2022-03-14,74569.84,UPI
26668,109,2022-02-16,14660.27,UPI
26669,1875,2024-11-23,6822.08,Card
26670,2001,2024-08-28,2132.05,Wallet
26671,191,2024-07-16,5380.12,UPI
26672,7756,2022-10-29,5956.1,Card
26673,3597,2022-02-12,127200.48,COD
26674,1460,2022-05-27,56463.78,Card
26675,9748,2023-11-27,3430.72,Card
26676,1202,2023-01-18,45922.79,UPI
26677,1635,2024-11-02,599.82,UPI
26678,880,2023-06-25,8705.84,UPI
26679,1152,2024-05-23,30389.69,Card
26680,347,2022-02-06,1648.75,UPI
26681,1035,2024-11-17,4241.66,UPI
26682,6938,2023-02-05,11659.27,UPI
26683,6977,2023-11-06,5977.08,Card
26684,1806,2024-02-11,9678.63,COD
26685,480,2023-05-27,15515.18,UPI
26686,6639,2022-10-31,6363.2,Card
26687,21,2024-06-12,126815.04,UPI
26688,212,2022-11-16,10506.13,COD
26689,917,2023-03-09,6680.21,Card
26690,962,2022-12-26,5696.93,Card
26691,225,2023-09-13,4971.68,UPI
26692,1813,2023-12-20,10922.87,Card
26693,342,2022-10-03,16388.1,NetBanking
26694,5986,2023-05-22,14715.48,UPI
26695,672,2023-08-13,3535.62,Wallet
26696,1671,2023-06-18,5981.47,UPI
26697,1825,2024-07-11,5340.37,Wallet
26698,1271,2023-10-30,1483.2,UPI
26699,593,2023-02-28,4378.71,UPI
26700,9,2023-06-16,1979.44,COD
26701,5090,2024-09-30,156658.08,NetBanking
26702,921,2023-12-22,1987.85,UPI
26703,823,2022-10-11,51458.07,UPI
26704,216,2024-08-21,1989.11,Wallet
26705,1398,2023-01-10,32390.75,Wallet
26706,1892,2022-03-11,38595.63,Wallet
26707,836,2023-04-07,53623.41,UPI
26708,114,2022-01-06,2070.1,UPI
26709,9475,2024-03-20,9894.48,Card
26710,489,2022-12-14,2158.5,Card
26711,266,2023-12-18,3899.02,COD
26712,236,2024-08-07,2199.69,Card
26713,65,2022-11-28,9981.46,UPI
26714,1670,2023-08-07,38142.65,Card
26715,1167,2023-10-18,4025.56,Wallet
26716,1920,2023-10-01,11083.98,UPI
26717,3708,2022-12-30,13139.65,UPI
26718,663,2022-11-26,56709.75,UPI
26719,740,2024-07-22,450.75,Card
26720,1961,2022-12-21,60872.01,COD
26721,9962,2022-12-28,85644.85,UPI
26722,1593,2023-12-05,468.84,UPI
26723,705,2023-07-03,9998.77,Card
26724,1456,2023-03-02,2080.35,NetBanking
26725,1970,2022-11-28,4719.38,NetBanking
26726,1531,2024-12-30,11789.4,UPI
26727,1591,2022-08-06,5504.32,Wallet
26728,2029,2022-10-01,1449.5,Card
26729,1467,2022-04-26,4975.08,UPI
26730,1460,2022-03-14,16244.61,Card
26731,4,2022-08-21,8238.48,UPI
26732,1853,2022-06-09,73545.55,UPI
26733,1728,2024-05-05,3951.5,Card
26734,1766,2024-09-05,92798.14,Card
26735,469,2022-01-14,7566.39,Card
26736,1159,2024-12-22,5936.04,Card
26737,1150,2022-12-16,6734.91,Card
26738,46,2023-11-23,35261.31,UPI
26739,1747,2022-06-03,3893.26,NetBanking
26740,80,2024-08-12,111010.98,UPI
26741,1520,2024-10-15,12049.72,UPI
26742,1259,2024-03-26,3310.37,UPI
26743,1672,2024-04-10,12462.91,Card
26744,962,2022-12-17,1402.3,UPI
26745,5961,2022-10-20,136356.24,UPI
26746,1988,2024-12-09,54149.84,Wallet
26747,2274,2022-03-03,18678.21,Card
26748,6124,2023-12-24,3289.09,COD
26749,221,2024-07-18,24730.1,Card
26750,913,2022-10-20,8457.63,Wallet
26751,450,2022-11-05,19955.65,UPI
26752,1918,2022-10-04,8924.32,COD
26753,1213,2024-12-14,21571.35,UPI
26754,1829,2023-12-15,109361.44,COD
26755,746,2023-08-02,5978.99,NetBanking
26756,807,2024-12-01,5434.38,Card
26757,1080,2023-09-01,50087.61,COD
26758,1005,2022-08-23,21580.5,NetBanking
26759,1347,2022-01-20,9385.63,Card
26760,1458,2022-03-21,1681.77,COD
26761,1458,2024-10-30,6821.97,COD
26762,1551,2022-05-09,4384.68,Wallet
26763,386,2022-03-07,25768.23,UPI
26764,1587,2023-07-30,16190.45,Card
26765,435,2022-12-03,8543.85,UPI
26766,1217,2022-08-20,12192.69,Wallet
26767,314,2024-03-01,64108.49,Card
26768,5616,2024-07-27,10840.6,Card
26769,9161,2023-09-16,6871.23,UPI
26770,894,2023-10-13,170255.2,UPI
26771,1195,2023-06-13,6543.72,UPI
26772,1224,2023-12-19,5279.92,Card
26773,1140,2022-06-02,6165.11,UPI
26774,2566,2024-11-02,9132.07,Wallet
26775,166,2023-12-20,4286.58,UPI
26776,1986,2023-10-13,4508.43,NetBanking
26777,1205,2023-11-01,2884.89,UPI
26778,1667,2024-08-16,2563.77,UPI
26779,38,2024-08-08,2598.34,Card
26780,374,2022-12-02,9847.61,UPI
26781,461,2024-12-20,109592.64,UPI
26782,1670,2024-02-01,5429.4,Card
26783,1854,2024-12-09,3136.44,UPI
26784,1296,2024-12-01,7899.22,UPI
26785,102,2022-12-20,16234.3,UPI
26786,30,2024-07-11,4652.43,Card
26787,1831,2022-01-31,4453.39,UPI
26788,959,2023-03-08,25169.99,NetBanking
26789,6868,2024-02-17,11661.99,NetBanking
26790,133,2023-10-10,5517.03,UPI
26791,1759,2023-01-15,11980.57,COD
26792,1154,2024-01-14,10435.87,Card
26793,1576,2023-07-01,34426.18,NetBanking
26794,158,2023-07-06,2123.87,Card
26795,31,2022-07-01,11359.39,NetBanking
26796,1877,2022-06-28,41932.47,UPI
26797,1190,2023-02-14,71861.41,UPI
26798,1688,2022-05-23,20094.67,UPI
26799,1895,2024-09-17,2743.14,UPI
26800,784,2024-04-18,76320.3,UPI
26801,1969,2024-03-26,5397.92,COD
26802,4738,2024-11-14,30531.45,Card
26803,53,2023-01-19,30326.85,Card
26804,2331,2024-12-04,4935.72,UPI
26805,5402,2022-04-05,59740.96,UPI
26806,2687,2022-07-23,4473.57,Wallet
26807,1477,2023-04-17,7934.77,UPI
26808,1602,2023-11-18,121788.84,COD
26809,1903,2024-06-13,1866.17,COD
26810,246,2024-11-17,13422.09,Card
26811,1090,2024-03-01,1946.88,UPI
26812,1191,2022-12-04,30204.15,UPI
26813,675,2023-11-25,5768.27,Card
26814,1349,2024-06-26,5416.05,COD
26815,724,2024-02-14,7006.85,Wallet
26816,1250,2024-07-02,7847.65,Card
26817,1082,2022-11-21,8841.95,Card
26818,1674,2022-04-16,99954.82,Card
26819,1941,2023-10-27,3647.99,Card
26820,47,2022-11-19,11994.07,Card
26821,1617,2022-12-31,3765.67,UPI
26822,3971,2023-10-31,18600.69,Card
26823,982,2022-11-13,5995.25,COD
26824,8069,2024-11-24,76594.07,Wallet
26825,720,2024-04-03,3446.6,Wallet
26826,1267,2024-10-21,81081.69,UPI
26827,4517,2023-03-30,12493.27,Card
26828,753,2024-05-14,16562.6,UPI
26829,367,2024-11-18,454.05,Wallet
26830,1,2023-12-02,2696.18,UPI
26831,1137,2023-02-25,196987.63,UPI
26832,6890,2023-11-30,4124.12,Card
26833,2398,2024-09-20,14858.05,Card
26834,1010,2022-12-10,2921.92,Wallet
26835,7782,2022-11-09,6617.52,UPI
26836,9531,2023-04-17,15329.19,UPI
26837,1512,2023-10-19,23320.52,COD
26838,8113,2022-06-08,8066.45,UPI
26839,1740,2023-11-07,7967.57,UPI
26840,769,2023-03-03,10623.7,Card
26841,6402,2024-10-17,95674.56,Card
26842,869,2023-08-09,1394.58,Card
26843,1661,2022-03-09,7902.83,Card
26844,486,2023-08-22,4715.64,UPI
26845,1922,2024-09-09,34628.78,Card
26846,7079,2023-03-25,2935.49,Wallet
26847,815,2024-11-29,4849.56,COD
26848,1150,2022-11-02,343.57,NetBanking
26849,1131,2023-09-17,8741.42,NetBanking
26850,210,2023-12-17,5791.9,UPI
26851,1894,2022-11-15,14770.57,Wallet
26852,1667,2024-12-22,1063.1,Wallet
26853,939,2023-10-10,5411.65,UPI
26854,332,2023-03-08,984.61,UPI
26855,1019,2023-11-23,185490.94,UPI
26856,1795,2022-11-30,11614.51,Card
26857,1553,2024-07-17,8890.07,COD
26858,4538,2024-05-10,10544.04,UPI
26859,1145,2022-10-17,4612.48,Wallet
26860,483,2023-03-30,262.73,UPI
26861,7006,2022-07-02,61227.02,UPI
26862,8047,2024-08-04,7328.51,UPI
26863,1202,2024-08-30,58725.76,COD
26864,212,2024-07-23,12776.65,UPI
26865,9829,2024-05-07,275765.44,Card
26866,569,2023-11-15,2479.95,Card
26867,126,2022-10-24,9733.91,UPI
26868,437,2024-03-23,5912.4,Wallet
26869,694,2023-03-18,2052.14,UPI
26870,1198,2022-12-15,1008.36,UPI
26871,1748,2022-03-11,10708.84,NetBanking
26872,7046,2023-10-31,1515.6,Card
26873,323,2022-05-09,3820.76,COD
26874,1023,2024-03-09,52530.8,UPI
26875,1047,2022-08-22,6332.85,UPI
26876,1714,2023-11-21,1566.75,UPI
26877,1255,2022-04-09,8363.43,Card
26878,137,2023-02-26,8175.85,UPI
26879,1810,2023-02-06,6805.69,Wallet
26880,1740,2022-10-14,338.15,UPI
26881,86,2024-10-08,17018.8,Card
26882,10,2022-01-11,14319.17,UPI
26883,851,2024-05-24,4878.15,UPI
26884,435,2024-08-18,7686.79,UPI
26885,1801,2024-10-15,4461.0,COD
26886,6192,2022-08-04,2853.82,COD
26887,1450,2024-12-18,705.78,COD
26888,1009,2024-12-02,974.16,UPI
26889,1587,2022-09-17,3513.03,UPI
26890,3684,2024-08-03,14359.84,Card
26891,51,2022-12-29,20214.08,UPI
26892,1122,2024-01-18,19063.24,Card
26893,304,2022-07-23,1568.86,UPI
26894,1361,2024-10-21,97083.15,Card
26895,380,2022-11-18,16459.12,Card
26896,1125,2024-07-07,8598.37,Card
26897,443,2024-11-24,12875.48,UPI
26898,436,2022-02-06,135295.77,UPI
26899,1937,2023-02-03,5665.59,Wallet
26900,701,2023-01-03,118128.09,UPI
26901,5522,2024-10-13,19851.87,UPI
26902,534,2024-11-05,59768.4,UPI
26903,1929,2023-02-28,15122.85,Card
26904,506,2024-12-04,5669.28,Card
26905,1665,2022-12-28,2031.87,Card
26906,1768,2024-12-04,4711.98,COD
26907,1568,2024-11-25,1513.11,COD
26908,580,2022-10-29,8246.59,UPI
26909,1564,2023-02-28,9135.53,Wallet
26910,105,2024-10-26,13854.26,COD
26911,1704,2024-06-05,3296.0,Card
26912,1341,2022-01-17,6346.35,UPI
26913,9659,2022-10-21,3830.22,Wallet
26914,396,2024-03-30,779.65,Wallet
26915,232,2023-02-20,12780.94,COD
26916,963,2023-11-09,78693.08,Wallet
26917,1112,2022-10-28,1553.38,COD
26918,1554,2022-12-16,3853.76,Card
26919,1716,2024-07-03,3496.76,UPI
26920,397,2022-02-19,5836.72,COD
26921,5466,2023-11-29,9302.44,UPI
26922,1299,2022-11-07,2729.34,COD
26923,1224,2022-11-01,19307.57,UPI
26924,1072,2023-02-02,6629.47,Card
26925,6522,2022-02-28,277465.28,Card
26926,1709,2022-02-07,6773.14,Card
26927,852,2022-02-08,12330.02,COD
26928,21,2024-12-28,1615.28,NetBanking
26929,1582,2022-05-28,14350.23,UPI
26930,6840,2022-08-25,11110.02,COD
26931,685,2024-01-27,113062.61,NetBanking
26932,1212,2023-12-23,122902.76,NetBanking
26933,1037,2022-12-11,8366.25,UPI
26934,591,2022-08-18,7413.96,COD
26935,8563,2024-06-21,46007.2,UPI
26936,7871,2022-12-19,2123.91,UPI
26937,2021,2023-08-20,11149.04,UPI
26938,1372,2024-12-25,4730.86,Card
26939,703,2024-12-20,3222.44,NetBanking
26940,669,2023-12-28,6604.23,UPI
26941,638,2024-06-01,22614.86,Card
26942,1000,2023-02-17,1881.1,COD
26943,1753,2023-12-15,2554.88,COD
26944,1423,2024-12-15,4493.11,Card
26945,1452,2023-12-22,9066.28,UPI
26946,529,2022-01-05,5749.59,UPI
26947,303,2022-06-09,2647.56,Wallet
26948,692,2022-04-25,6011.27,UPI
26949,2060,2022-12-13,1959.24,Card
26950,2940,2022-10-21,63256.78,NetBanking
26951,835,2024-11-21,13467.13,Card
26952,709,2024-07-09,4468.04,Wallet
26953,6916,2024-08-05,2561.19,UPI
26954,434,2024-11-13,3174.92,Card
26955,4013,2024-10-29,2061.86,Card
26956,154,2022-10-12,58064.27,COD
26957,1659,2022-11-04,3952.5,Card
26958,5798,2022-07-18,12478.91,UPI
26959,328,2022-02-13,33328.98,Card
26960,1892,2024-11-16,25682.91,UPI
26961,3363,2022-10-26,56742.2,Card
26962,4644,2023-01-28,6722.91,COD
26963,1680,2023-07-16,6031.86,Card
26964,405,2024-11-08,709.28,Card
26965,1294,2022-04-15,8603.32,Wallet
26966,1555,2022-10-20,3532.09,NetBanking
26967,1703,2022-09-04,8368.47,UPI
26968,21,2023-06-09,8603.66,Card
26969,18,2024-01-07,2195.78,COD
26970,1656,2024-10-20,5811.93,UPI
26971,1507,2023-01-27,14631.92,Card
26972,6977,2023-08-16,15039.97,UPI
26973,402,2024-12-31,10823.36,UPI
26974,1040,2023-06-14,43701.12,UPI
26975,1290,2022-03-05,51549.08,UPI
26976,1887,2023-02-17,4576.18,COD
26977,2370,2023-10-16,591.82,Wallet
26978,535,2024-12-13,114690.23,UPI
26979,674,2022-11-06,781.95,Card
26980,39,2022-07-13,22984.56,NetBanking
26981,1153,2024-10-17,9342.11,Wallet
26982,8528,2023-04-25,20896.32,COD
26983,9156,2022-10-14,15819.5,UPI
26984,4212,2022-04-21,109597.15,COD
26985,9866,2024-05-30,11073.66,Card
26986,1537,2023-07-25,1377.24,UPI
26987,8620,2023-07-02,11169.43,Card
26988,3444,2022-10-30,7349.15,UPI
26989,1164,2022-04-13,5331.56,UPI
26990,261,2022-11-17,5956.4,UPI
26991,459,2022-11-16,10518.41,UPI
26992,1342,2022-05-09,82208.34,Card
26993,309,2022-02-03,5811.43,Card
26994,860,2024-02-17,8924.81,NetBanking
26995,1464,2022-07-26,5377.43,NetBanking
26996,1428,2023-09-23,36097.82,COD
26997,7682,2022-03-06,60958.75,UPI
26998,685,2024-12-09,49954.6,UPI
26999,1668,2023-12-28,11585.37,COD
27000,537,2024-10-30,16140.27,UPI
27001,634,2022-08-24,10423.06,UPI
27002,1451,2023-08-03,6899.36,NetBanking
27003,61,2023-07-08,7643.57,UPI
27004,9613,2024-09-21,3314.2,UPI
27005,1880,2022-11-18,35229.68,COD
27006,1471,2022-06-24,5494.42,UPI
27007,169,2023-10-19,11815.87,Card
27008,8093,2024-04-28,34499.5,Card
27009,409,2024-04-04,377.85,Card
27010,1718,2023-10-14,2324.68,COD
27011,675,2022-09-25,11748.26,COD
27012,1427,2022-06-11,13765.71,Card
27013,5591,2023-03-25,4547.48,Card
27014,1577,2023-12-25,13454.85,Card
27015,1454,2022-02-04,5182.79,COD
27016,703,2024-11-01,23927.37,Card
27017,504,2024-03-13,10253.52,Card
27018,5186,2022-12-28,1898.7,NetBanking
27019,9400,2023-06-18,8798.83,UPI
27020,1202,2023-03-13,4422.42,COD
27021,1953,2024-12-09,5098.7,Wallet
27022,7835,2022-09-22,1365.09,Card
27023,43,2022-02-24,4959.05,Card
27024,402,2022-01-22,6466.47,Wallet
27025,1056,2022-09-02,330.36,UPI
27026,1079,2024-12-10,34338.15,UPI
27027,1686,2022-10-24,19567.5,UPI
27028,848,2023-07-13,5411.1,UPI
27029,218,2023-10-03,73264.28,UPI
27030,497,2024-06-18,41653.93,Card
27031,983,2023-11-25,12827.45,COD
27032,1987,2024-09-30,240778.46,UPI
27033,4868,2024-11-27,156415.65,Card
27034,1112,2024-08-12,3651.0,Card
27035,357,2024-11-29,8290.22,Wallet
27036,965,2023-11-12,37544.52,UPI
27037,2366,2024-08-22,1273.75,UPI
27038,3,2023-10-22,9728.86,UPI
27039,908,2022-11-13,6110.82,NetBanking
27040,560,2022-08-17,2274.57,COD
27041,4658,2024-01-31,16459.95,UPI
27042,851,2024-11-28,680.54,Card
27043,624,2024-05-25,9862.76,UPI
27044,6082,2024-04-16,9081.18,NetBanking
27045,1875,2024-01-11,74247.13,UPI
27046,4220,2024-01-14,72591.03,NetBanking
27047,1515,2022-05-23,12436.07,Card
27048,823,2022-02-21,6703.01,UPI
27049,1201,2023-12-13,28857.46,UPI
27050,9249,2022-01-30,3172.13,UPI
27051,1985,2024-07-29,1927.32,COD
27052,522,2023-09-25,4548.87,COD
27053,1525,2022-10-01,2825.59,Card
27054,1163,2022-10-25,62009.67,COD
27055,575,2022-12-11,9310.99,COD
27056,250,2023-01-11,13846.03,UPI
27057,1428,2023-11-29,1454.59,UPI
27058,3333,2024-06-15,3249.37,UPI
27059,1055,2022-08-24,10072.4,UPI
27060,663,2022-04-27,36697.38,Card
27061,762,2022-04-25,1393.89,Card
27062,1722,2024-12-01,3931.0,Wallet
27063,1817,2024-09-08,2522.75,Card
27064,535,2023-10-18,4423.08,Card
27065,939,2023-09-24,2721.65,NetBanking
27066,1446,2023-12-02,9087.42,Card
27067,120,2022-01-19,1971.12,UPI
27068,9898,2022-11-04,6055.2,Wallet
27069,1589,2023-12-21,56355.15,UPI
27070,589,2022-10-10,1963.5,UPI
27071,53,2022-11-13,4569.18,Wallet
27072,159,2022-03-09,2351.45,Wallet
27073,1989,2023-02-06,45890.53,UPI
27074,5577,2023-05-17,37885.1,UPI
27075,797,2023-07-22,1628.26,UPI
27076,1426,2023-11-05,19935.34,Card
27077,7446,2024-08-17,13528.62,Card
27078,1364,2024-01-26,44772.08,UPI
27079,464,2023-08-06,1245.86,UPI
27080,7880,2024-03-15,8369.95,COD
27081,1813,2024-04-08,9384.51,UPI
27082,426,2023-08-04,7599.24,UPI
27083,1477,2023-01-04,11707.98,Card
27084,1359,2024-10-16,4929.89,Card
27085,1205,2023-10-25,14056.94,UPI
27086,327,2022-03-04,2113.21,Card
27087,3010,2023-09-24,30125.1,UPI
27088,1662,2022-06-09,8235.38,Card
27089,132,2022-01-07,10271.78,Wallet
27090,1423,2022-03-17,8052.78,Card
27091,512,2022-12-13,5383.05,UPI
27092,30,2024-12-12,21575.26,UPI
27093,1897,2023-10-22,8688.9,NetBanking
27094,1097,2022-06-09,9202.26,Card
27095,638,2024-08-02,3151.94,UPI
27096,272,2023-01-03,96167.99,COD
27097,942,2024-06-26,2240.44,UPI
27098,6615,2024-03-08,13961.78,Wallet
27099,1916,2024-07-02,5620.5,Card
27100,1990,2024-07-19,39817.76,UPI
27101,1210,2023-08-29,4100.43,Card
27102,961,2023-06-01,7805.08,NetBanking
27103,933,2024-08-19,5828.63,Card
27104,728,2023-12-23,91859.5,NetBanking
27105,683,2024-03-22,962.67,Card
27106,1193,2024-10-17,35403.07,Wallet
27107,942,2024-03-29,1953.16,UPI
27108,8374,2024-02-28,197.65,UPI
27109,1940,2023-04-17,98070.42,Card
27110,1417,2024-07-01,5862.17,Card
27111,1358,2023-12-19,9864.59,NetBanking
27112,1227,2023-08-17,43791.46,UPI
27113,1878,2022-11-10,2135.21,Wallet
27114,780,2024-03-16,73026.18,UPI
27115,565,2023-04-27,86276.33,UPI
27116,6370,2024-11-11,72714.84,Card
27117,44,2023-05-23,3775.65,UPI
27118,697,2024-12-11,64960.12,NetBanking
27119,1678,2024-11-30,11598.49,UPI
27120,834,2024-10-02,21303.72,UPI
27121,1664,2024-11-09,14855.31,UPI
27122,1166,2023-10-10,4856.79,NetBanking
27123,1215,2022-02-11,2599.24,UPI
27124,390,2022-10-20,7824.98,UPI
27125,1710,2022-12-09,16568.77,COD
27126,445,2023-10-28,39057.97,Card
27127,3388,2022-08-04,32618.82,NetBanking
27128,531,2024-10-18,363.69,UPI
27129,754,2023-12-29,2220.53,UPI
27130,7180,2023-08-15,4973.03,Card
27131,535,2022-04-03,5773.47,UPI
27132,4790,2022-12-26,1147.04,COD
27133,1471,2024-11-13,24836.16,NetBanking
27134,6352,2024-09-04,6079.02,Card
27135,533,2023-07-27,4365.59,Card
27136,405,2022-10-15,10624.43,UPI
27137,1377,2023-11-21,613.96,Card
27138,1687,2023-10-07,372.36,Wallet
27139,892,2024-11-06,5574.63,COD
27140,1489,2022-11-18,16638.32,Card
27141,686,2023-06-12,652.8,UPI
27142,1633,2023-02-06,1697.74,Wallet
27143,8750,2022-04-04,7820.85,UPI
27144,902,2023-08-09,6170.7,COD
27145,1401,2024-12-14,1133.81,UPI
27146,1248,2023-01-01,10820.68,Card
27147,1246,2022-12-14,17508.34,Wallet
27148,1027,2023-02-06,2861.6,COD
27149,497,2022-03-19,4212.24,UPI
27150,1513,2023-10-06,78965.82,COD
27151,1629,2023-09-06,8104.97,UPI
27152,1581,2022-11-19,6558.41,UPI
27153,808,2024-10-14,17413.25,UPI
27154,1687,2023-10-31,5874.06,UPI
27155,9407,2024-10-30,3028.68,UPI
27156,661,2023-05-31,9812.4,NetBanking
27157,937,2023-11-14,1884.57,Card
27158,821,2023-10-31,1136.17,UPI
27159,1948,2023-06-16,7288.45,UPI
27160,1422,2023-12-18,90974.48,UPI
27161,1356,2024-12-07,4117.4,Card
27162,948,2022-06-13,6199.67,UPI
27163,9740,2022-01-15,705.79,UPI
27164,1532,2022-10-15,3854.86,UPI
27165,7723,2022-04-29,42600.86,Card
27166,9906,2024-07-17,30768.63,Wallet
27167,433,2022-11-27,3608.46,Card
27168,5812,2024-11-19,7013.1,UPI
27169,1521,2023-08-03,534.46,UPI
27170,734,2022-01-02,6333.69,COD
27171,609,2022-12-07,1932.79,UPI
27172,1058,2024-09-22,1943.58,UPI
27173,7998,2023-11-24,7212.17,COD
27174,1094,2022-10-08,6187.28,UPI
27175,208,2023-01-16,2880.6,NetBanking
27176,1228,2022-11-21,3432.55,Card
27177,884,2022-11-22,57439.08,COD
27178,1107,2024-12-08,129556.4,COD
27179,1682,2023-05-11,4403.5,Wallet
27180,4293,2022-03-31,10158.47,UPI
27181,1929,2022-05-22,4140.86,COD
27182,276,2022-01-16,4213.59,COD
27183,1533,2024-11-08,7827.75,UPI
27184,1729,2022-10-10,56101.67,UPI
27185,972,2024-12-15,1034.92,Card
27186,1403,2024-02-18,34374.81,UPI
27187,1842,2022-11-20,149890.52,UPI
27188,3203,2024-12-13,837.0,COD
27189,1705,2023-10-24,7685.01,NetBanking
27190,1893,2022-02-16,8995.84,UPI
27191,1540,2024-10-10,1518.0,Card
27192,654,2023-02-09,889.82,Card
27193,1603,2022-01-29,28869.48,UPI
27194,1795,2024-01-30,19953.46,UPI
27195,985,2023-11-15,4477.95,UPI
27196,1314,2022-06-21,13942.36,UPI
27197,3503,2023-07-07,967.44,Wallet
27198,969,2023-12-10,7028.71,UPI
27199,1460,2022-08-24,7191.03,COD
27200,756,2022-12-25,5479.27,NetBanking
27201,460,2022-06-07,1059.72,Card
27202,1724,2022-03-23,2391.7,UPI
27203,779,2022-09-02,5528.43,UPI
27204,1382,2022-07-21,5480.92,Wallet
27205,1844,2024-01-16,19038.44,UPI
27206,665,2024-12-17,4909.37,COD
27207,5191,2023-06-06,9819.06,COD
27208,1621,2022-02-08,3363.65,UPI
27209,155,2022-04-22,2346.71,UPI
27210,7774,2024-04-10,12771.61,Card
27211,1674,2022-12-10,10451.34,NetBanking
27212,731,2024-10-11,5888.48,UPI
27213,1349,2022-12-18,13576.41,Card
27214,402,2022-12-31,4065.0,UPI
27215,1,2023-06-16,4530.08,UPI
27216,1664,2024-12-07,3416.07,UPI
27217,1183,2023-04-19,155128.19,UPI
27218,380,2023-08-18,11783.77,COD
27219,413,2023-12-26,6244.22,UPI
27220,2183,2023-08-26,11676.33,UPI
27221,1134,2023-04-21,54531.61,NetBanking
27222,7481,2023-12-14,23309.69,NetBanking
27223,972,2022-02-05,63972.39,UPI
27224,1750,2022-09-25,1724.08,COD
27225,426,2024-11-06,9061.42,UPI
27226,1973,2024-04-27,56331.09,UPI
27227,8949,2024-04-20,3310.48,UPI
27228,686,2023-08-26,10566.84,UPI
27229,2000,2023-06-26,1419.74,Card
27230,1493,2023-05-24,12217.02,Card
27231,125,2023-11-18,5082.28,Card
27232,1739,2022-08-20,9876.9,Card
27233,1848,2023-06-12,7669.28,COD
27234,335,2023-12-24,414.42,UPI
27235,911,2023-11-14,7527.41,Card
27236,57,2022-06-20,10046.97,UPI
27237,508,2023-12-16,41202.56,UPI
27238,723,2022-03-30,3958.88,Wallet
27239,1706,2024-08-24,1435.75,COD
27240,4919,2023-11-07,4410.92,UPI
27241,992,2023-11-04,8406.13,UPI
27242,9334,2023-03-19,63282.57,Card
27243,18,2022-09-08,23732.97,NetBanking
27244,672,2023-10-04,9218.71,COD
27245,62,2024-09-03,5987.39,Wallet
27246,185,2024-03-18,1072.04,COD
27247,7631,2023-01-10,10835.19,UPI
27248,559,2024-11-06,11182.0,Card
27249,4102,2024-01-15,6382.64,Wallet
27250,18,2022-11-05,647.38,UPI
27251,96,2022-04-22,1406.18,Wallet
27252,843,2024-08-14,741.9,NetBanking
27253,1762,2023-08-14,51761.91,COD
27254,413,2022-05-06,91266.22,UPI
27255,947,2024-08-23,49420.74,UPI
27256,4852,2022-12-30,112008.06,COD
27257,758,2023-07-08,37277.76,UPI
27258,1427,2023-04-22,5156.88,UPI
27259,585,2024-10-23,15358.53,Wallet
27260,680,2024-05-02,11124.1,UPI
27261,1677,2022-11-11,5838.71,UPI
27262,8039,2024-07-17,2651.81,UPI
27263,1575,2022-09-07,12596.24,COD
27264,1364,2022-06-17,9035.51,NetBanking
27265,1494,2023-12-25,40965.32,UPI
27266,1948,2022-02-20,14069.35,UPI
27267,1046,2023-10-09,9269.99,UPI
27268,130,2022-08-23,4225.78,UPI
27269,633,2022-11-03,2244.94,Wallet
27270,156,2023-07-08,7663.17,UPI
27271,13,2024-09-02,6331.75,UPI
27272,792,2022-11-28,34518.11,COD
27273,1587,2024-02-12,6895.3,Wallet
27274,1342,2023-06-15,18239.46,NetBanking
27275,174,2024-10-22,38489.84,Card
27276,1887,2023-10-22,98596.5,Wallet
